Year,Month,Category,Market Shart,Make,Model,Private,Government - Federal,Government - State,Government - Local,Rental,Not For Profit,Company Capitalisation,Taxi,Fleet - Large,Fleet,59 (Unknown),59 = FLEET,Count 59 = fleet,Total
2022,June,PU / CC 4x2,FALSE,Ford,Ranger 4x2,,,,24,,,,,,3,0,FALSE,0,27
2022,June,PU / CC 4x2,FALSE,GWM,Ute 4x2,4,,,,,,,,,0,0,FALSE,0,4
2022,June,PU / CC 4x2,FALSE,Isuzu,Ute 4x2,4,,,2,,,,,,39,5,FALSE,0,45
2022,June,PU / CC 4x2,FALSE,Mazda,BT-50 4x2,7,,,,,,,,4,25,6,FALSE,0,36
2022,June,PU / CC 4x2,FALSE,Mitsubishi,Triton 4x2,3,,,1,,,,,5,11,0,FALSE,0,20
2022,June,PU / CC 4x2,FALSE,Nissan,Navara 4x2,4,,,12,,,,,4,6,1,FALSE,0,26
2022,June,PU / CC 4x2,FALSE,Toyota,Hilux 4x2,32,,1,,,,,,18,61,0,FALSE,0,112
2022,June,PU / CC 4x4,FALSE,Chevrolet,Silverado,5,,,,,,,,,11,0,FALSE,0,16
2022,June,PU / CC 4x4,FALSE,Chevrolet,Silverado HD,2,,,,,,,,,4,1,FALSE,0,6
2022,June,PU / CC 4x4,FALSE,Ford,Ranger 4x4,78,,,10,,1,,,2,83,5,FALSE,0,174
2022,June,PU / CC 4x4,FALSE,GWM,Ute 4x4,54,,,,,,,,,19,4,FALSE,0,73
2022,June,PU / CC 4x4,FALSE,Isuzu,Ute 4x4,50,,,,1,,1,,3,57,4,FALSE,0,112
2022,June,PU / CC 4x4,FALSE,Jeep,Gladiator,11,,,,,,,,,24,22,FALSE,0,35
2022,June,PU / CC 4x4,FALSE,LDV,LDV T60/T60 MAX 4x4,7,,,,,,,,,24,0,FALSE,0,31
2022,June,PU / CC 4x4,FALSE,Mazda,BT-50 4X4,61,1,,,,,,,4,53,9,FALSE,0,119
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4X4,66,,1,17,1,1,,,57,84,5,FALSE,0,227
2022,June,PU / CC 4x4,FALSE,Nissan,Navara 4X4,57,,,3,,,,,15,57,8,FALSE,0,132
2022,June,PU / CC 4x4,FALSE,RAM,1500,30,,,,,,,,,4,4,TRUE,1,34
2022,June,PU / CC 4x4,FALSE,RAM,2500,4,,,,,,1,,,0,0,FALSE,0,5
2022,June,PU / CC 4x4,FALSE,RAM,3500,1,,,,,,,,,0,0,FALSE,0,1
2022,June,PU / CC 4x4,FALSE,Ssangyong,Musso/Musso XLV 4x4,9,,,,,,,,1,0,0,FALSE,0,10
2022,June,PU / CC 4x4,FALSE,Toyota,Hilux 4x4,69,,,,50,,,,29,82,0,FALSE,0,230
2022,June,PU / CC 4x4,FALSE,Toyota,Landcruiser PU / CC 4x4,23,,,,11,,,,1,15,0,FALSE,0,50
2022,June,PU / CC 4x4,FALSE,Volkswagen,Amarok 4x4,26,,,,,,,,2,18,13,FALSE,0,46
2022,June,LD 3.5t-8.0t GVM,FALSE,Fiat,Ducato,3,,,,,,,,,0,0,FALSE,0,3
2022,June,LD 3.5t-8.0t GVM,FALSE,Ford,Transit Heavy,,,,,,,,,,3,0,FALSE,0,3
2022,June,LD 3.5t-8.0t GVM,FALSE,Fuso,Canter LD,,,,,,,,,,9,0,FALSE,0,9
2022,June,LD 3.5t-8.0t GVM,FALSE,Hino,LD,,,,,,,,,,10,0,FALSE,0,10
2022,June,LD 3.5t-8.0t GVM,FALSE,Hyundai,EX4,,,,,,,,,,1,0,FALSE,0,1
2022,June,LD 3.5t-8.0t GVM,FALSE,Isuzu,N-Series LD,,,,,,,,,,51,0,FALSE,0,51
2022,June,LD 3.5t-8.0t GVM,FALSE,LDV,Deliver 9,4,,,,,,,,1,15,0,FALSE,0,20
2022,June,LD 3.5t-8.0t GVM,FALSE,Mercedes-Benz,Sprinter,2,,,,,,,,,7,0,FALSE,0,9
2022,June,LD 3.5t-8.0t GVM,FALSE,Renault,Master,5,,,,,,,,1,5,0,FALSE,0,11
2022,June,LD 3.5t-8.0t GVM,FALSE,Volkswagen,Crafter,8,,,,,,,,,1,0,FALSE,0,9
2022,June,Commercial,TRUE,Mitsubishi,,69,,1,18,1,1,,,62,110,5,FALSE,0,262
2022,June,Commercial,TRUE,Ford,,79,,,35,,1,,,2,92,5,FALSE,0,209
2022,June,Commercial,TRUE,Great Wall,,58,,,,,,,,,19,4,FALSE,0,77
2022,June,Commercial,TRUE,Hyundai,,12,,,1,2,,,,,22,1,FALSE,0,37
2022,June,Commercial,TRUE,Isuzu,,54,,,2,1,,1,,3,96,9,FALSE,0,157
2022,June,Commercial,TRUE,Jeep,,11,,,,,,,,,24,22,FALSE,0,35
2022,June,Commercial,TRUE,Mazda,,68,1,,,,,,,8,78,15,FALSE,0,155
2022,June,Commercial,TRUE,Nissan,,61,,,15,,,,,19,63,9,FALSE,0,158
2022,June,Commercial,TRUE,Toyota,,138,,2,,80,3,,1,63,195,0,FALSE,0,482
2022,June,Commercial,TRUE,Volkswagen,,42,,,,,,,,3,22,13,FALSE,0,67
2022,June,Total Market,TRUE,Mitsubishi,,219,,1,18,25,22,,,144,200,15,FALSE,0,629
2022,June,Total Market,TRUE,Ford,,120,,,35,,47,,,2,114,15,FALSE,0,318
2022,June,Total Market,TRUE,Great Wall,,189,,,,2,,,,,33,8,FALSE,0,224
2022,June,Total Market,TRUE,Honda,,132,,,,,,,,,2,0,FALSE,0,134
2022,June,Total Market,TRUE,Hyundai,,474,,36,12,60,1,,,1,125,11,FALSE,0,709
2022,June,Total Market,TRUE,Isuzu,,86,,,2,1,,2,,3,110,10,FALSE,0,204
2022,June,Total Market,TRUE,Jeep,,42,,,,,,,,1,66,62,FALSE,0,109
2022,June,Total Market,TRUE,Kia,,417,,1,,176,,,,21,59,11,FALSE,0,674
2022,June,Total Market,TRUE,Mazda,,525,,,,,,,,8,191,60,FALSE,0,725
2022,June,Total Market,TRUE,MG,,456,,,,55,,1,,,83,29,FALSE,0,595
2022,June,Total Market,TRUE,Nissan,,144,,,15,,,,,27,83,15,FALSE,0,269
2022,June,Total Market,TRUE,Subaru,,159,,1,1,,,,,1,44,0,FALSE,0,206
2022,June,Total Market,TRUE,Suzuki,,96,,,,,,,,,19,7,FALSE,0,115
2022,June,Total Market,TRUE,Toyota,,641,,2,,123,9,,1,79,373,34,FALSE,0,1228
2022,June,Total Market,TRUE,Volkswagen,,134,,,,,,,,4,36,19,FALSE,0,174
