Year,Month,Category,Electric,Make,Model,Customer Category,Qty
2022,June,SUV Medium < $60k,FALSE,Nissan,X-Trail,59 (Unknown),1
2022,June,SUV Medium < $60k,FALSE,Peugeot,3008,Private,9
2022,June,SUV Medium < $60k,FALSE,Peugeot,3008,Fleet,7
2022,June,SUV Medium < $60k,FALSE,Peugeot,3008,59 (Unknown),6
2022,June,SUV Medium < $60k,FALSE,Peugeot,5008,Private,1
2022,June,SUV Medium < $60k,FALSE,Renault,Koleos,Private,21
2022,June,SUV Medium < $60k,FALSE,Renault,Koleos,Fleet,7
2022,June,SUV Medium < $60k,FALSE,Renault,Koleos,59 (Unknown),6
2022,June,SUV Medium < $60k,FALSE,Skoda,Karoq,Private,5
2022,June,SUV Medium < $60k,FALSE,Skoda,Karoq,Fleet,5
2022,June,SUV Medium < $60k,FALSE,Skoda,Karoq,59 (Unknown),3
2022,June,SUV Medium < $60k,FALSE,Subaru,Forester,Private,45
2022,June,SUV Medium < $60k,FALSE,Subaru,Forester,Government - State,1
2022,June,SUV Medium < $60k,FALSE,Subaru,Forester,Fleet - Large,1
2022,June,SUV Medium < $60k,FALSE,Subaru,Forester,Fleet,11
2022,June,SUV Medium < $60k,FALSE,Toyota,RAV4,Private,129
2022,June,SUV Medium < $60k,FALSE,Toyota,RAV4,Rental,2
2022,June,SUV Medium < $60k,FALSE,Toyota,RAV4,Not For Profit,1
2022,June,SUV Medium < $60k,FALSE,Toyota,RAV4,Fleet - Large,4
2022,June,SUV Medium < $60k,FALSE,Toyota,RAV4,Fleet,21
2022,June,SUV Medium < $60k,FALSE,Toyota,RAV4,59 (Unknown),3
2022,June,SUV Medium < $60k,FALSE,Volkswagen,Tiguan,Private,7
2022,June,SUV Medium < $60k,FALSE,Volkswagen,Tiguan,Fleet,4
2022,June,SUV Medium < $60k,FALSE,Volkswagen,Tiguan,59 (Unknown),1
2022,June,SUV Medium > $60k,FALSE,Audi,Q5,Private,13
2022,June,SUV Medium > $60k,FALSE,Audi,Q5,Fleet,12
2022,June,SUV Medium > $60k,FALSE,Audi,Q5,59 (Unknown),6
2022,June,SUV Medium > $60k,FALSE,BMW,X3,Private,35
2022,June,SUV Medium > $60k,FALSE,BMW,X3,Fleet,10
2022,June,SUV Medium > $60k,FALSE,BMW,X3,59 (Unknown),10
2022,June,SUV Medium > $60k,FALSE,BMW,X4,Private,6
2022,June,SUV Medium > $60k,FALSE,BMW,X4,Fleet,2
2022,June,SUV Medium > $60k,FALSE,BMW,X4,59 (Unknown),2
2022,June,SUV Medium > $60k,FALSE,Genesis,Genesis GV70,Private,9
2022,June,SUV Medium > $60k,FALSE,Genesis,Genesis GV70,Fleet,4
2022,June,SUV Medium > $60k,TRUE,Hyundai,Ioniq,Private,4
2022,June,SUV Medium > $60k,TRUE,Hyundai,Ioniq,Fleet,1
2022,June,SUV Medium > $60k,FALSE,Land Rover,Discovery Sport,Private,1
2022,June,SUV Medium > $60k,FALSE,Land Rover,Discovery Sport,Fleet,3
2022,June,SUV Medium > $60k,FALSE,Land Rover,Discovery Sport,59 (Unknown),1
2022,June,SUV Medium > $60k,FALSE,Land Rover,Range Rover Evoque,Private,6
2022,June,SUV Medium > $60k,FALSE,Land Rover,Range Rover Evoque,Fleet,3
2022,June,SUV Medium > $60k,FALSE,Land Rover,Range Rover Evoque,59 (Unknown),1
2022,June,SUV Medium > $60k,FALSE,Lexus,Lexus NX,Private,12
2022,June,SUV Medium > $60k,FALSE,Lexus,Lexus NX,Fleet,8
2022,June,SUV Medium > $60k,FALSE,Lexus,Lexus NX,59 (Unknown),4
2022,June,SUV Medium > $60k,TRUE,Mercedes-Benz,EQC,Private,0
2022,June,SUV Medium > $60k,FALSE,Mercedes-Benz,,Fleet,2
2022,June,SUV Medium > $60k,FALSE,Mercedes-Benz,GLB-Class,Private,5
2022,June,SUV Medium > $60k,FALSE,Mercedes-Benz,GLB-Class,Fleet,3
2022,June,SUV Medium > $60k,FALSE,Mercedes-Benz,GLC-Class Coupe,Private,5
2022,June,SUV Medium > $60k,FALSE,Mercedes-Benz,GLC-Class Coupe,Fleet,7
2022,June,SUV Medium > $60k,FALSE,Mercedes-Benz,GLC-Class Wagon,Private,12
2022,June,SUV Medium > $60k,FALSE,Mercedes-Benz,GLC-Class Wagon,Fleet,8
2022,June,SUV Medium > $60k,FALSE,Porsche,Macan,Private,45
2022,June,SUV Medium > $60k,FALSE,Porsche,Macan,Fleet,7
2022,June,SUV Medium > $60k,FALSE,Porsche,Macan,59 (Unknown),7
2022,June,SUV Medium > $60k,FALSE,Volvo,XC60,Private,20
2022,June,SUV Medium > $60k,FALSE,Volvo,XC60,Fleet,42
2022,June,SUV Medium > $60k,FALSE,Volvo,XC60,59 (Unknown),19
2022,June,SUV Large < $70k,FALSE,Ford,Everest,Private,16
2022,June,SUV Large < $70k,FALSE,Ford,Everest,Fleet,12
2022,June,SUV Large < $70k,FALSE,Ford,Everest,59 (Unknown),1
2022,June,SUV Large < $70k,FALSE,Hyundai,Palisade,Private,25
2022,June,SUV Large < $70k,FALSE,Hyundai,Palisade,Government - State,4
2022,June,SUV Large < $70k,FALSE,Hyundai,Palisade,Fleet,8
2022,June,SUV Large < $70k,FALSE,Hyundai,Palisade,59 (Unknown),2
2022,June,SUV Large < $70k,FALSE,Hyundai,Santa Fe,Private,24
2022,June,SUV Large < $70k,FALSE,Hyundai,Santa Fe,Government - State,1
2022,June,SUV Large < $70k,FALSE,Hyundai,Santa Fe,Not For Profit,1
2022,June,SUV Large < $70k,FALSE,Hyundai,Santa Fe,Fleet,7
2022,June,SUV Large < $70k,FALSE,Isuzu,MU-X,Private,32
2022,June,SUV Large < $70k,FALSE,Isuzu,MU-X,Company Capitalisation,1
2022,June,SUV Large < $70k,FALSE,Isuzu,MU-X,Fleet,14
2022,June,SUV Large < $70k,FALSE,Isuzu,MU-X,59 (Unknown),1
2022,June,SUV Large < $70k,FALSE,Jeep,Grand Cherokee,Private,10
2022,June,SUV Large < $70k,FALSE,Jeep,Grand Cherokee,Fleet - Large,1
2022,June,SUV Large < $70k,FALSE,Jeep,Grand Cherokee,Fleet,8
2022,June,SUV Large < $70k,FALSE,Jeep,Grand Cherokee,59 (Unknown),8
2022,June,SUV Large < $70k,FALSE,Jeep,Wrangler,Private,18
2022,June,SUV Large < $70k,FALSE,Jeep,Wrangler,Fleet,9
2022,June,SUV Large < $70k,FALSE,Jeep,Wrangler,59 (Unknown),8
2022,June,SUV Large < $70k,FALSE,Kia,Sorento,Private,17
2022,June,SUV Large < $70k,FALSE,Kia,Sorento,Fleet - Large,1
2022,June,SUV Large < $70k,FALSE,Kia,Sorento,Fleet,7
2022,June,SUV Large < $70k,FALSE,LDV,LDV D90,Private,11
2022,June,SUV Large < $70k,FALSE,LDV,LDV D90,Fleet - Large,21
2022,June,SUV Large < $70k,FALSE,LDV,LDV D90,Fleet,22
2022,June,SUV Large < $70k,FALSE,Mazda,CX-8,Private,42
2022,June,SUV Large < $70k,FALSE,Mazda,CX-8,Fleet,10
2022,June,SUV Large < $70k,FALSE,Mazda,CX-8,59 (Unknown),5
2022,June,SUV Large < $70k,FALSE,Mazda,CX-9,Private,22
2022,June,SUV Large < $70k,FALSE,Mazda,CX-9,Fleet,16
2022,June,SUV Large < $70k,FALSE,Mazda,CX-9,59 (Unknown),2
2022,June,SUV Large < $70k,FALSE,Mitsubishi,Pajero Sport,Private,24
2022,June,SUV Large < $70k,FALSE,Mitsubishi,Pajero Sport,Fleet - Large,21
2022,June,SUV Large < $70k,FALSE,Mitsubishi,Pajero Sport,Fleet,24
2022,June,SUV Large < $70k,FALSE,Mitsubishi,Pajero Sport,59 (Unknown),4
2022,June,SUV Large < $70k,FALSE,Skoda,Kodiaq,Private,3
2022,June,SUV Large < $70k,FALSE,Skoda,Kodiaq,Fleet,5
2022,June,SUV Large < $70k,FALSE,Skoda,Kodiaq,59 (Unknown),5
2022,June,SUV Large < $70k,FALSE,Ssangyong,Rexton,Private,9
2022,June,SUV Large < $70k,FALSE,Ssangyong,Rexton,Fleet - Large,2
2022,June,SUV Large < $70k,FALSE,Subaru,Outback,Private,43
2022,June,SUV Large < $70k,FALSE,Subaru,Outback,Government - Local,1
2022,June,SUV Large < $70k,FALSE,Subaru,Outback,Fleet,11
2022,June,SUV Large < $70k,FALSE,Toyota,Fortuner,Private,22
2022,June,SUV Large < $70k,FALSE,Toyota,Fortuner,Fleet,5
2022,June,SUV Large < $70k,FALSE,Toyota,Fortuner,59 (Unknown),1
2022,June,SUV Large < $70k,FALSE,Toyota,Kluger,Private,25
2022,June,SUV Large < $70k,FALSE,Toyota,Kluger,Rental,3
2022,June,SUV Large < $70k,FALSE,Toyota,Kluger,Fleet - Large,1
2022,June,SUV Large < $70k,FALSE,Toyota,Kluger,Fleet,13
2022,June,SUV Large < $70k,FALSE,Toyota,Kluger,59 (Unknown),1
2022,June,SUV Large < $70k,FALSE,Toyota,Prado,Private,55
2022,June,SUV Large < $70k,FALSE,Toyota,Prado,Fleet - Large,4
2022,June,SUV Large < $70k,FALSE,Toyota,Prado,Fleet,36
2022,June,SUV Large < $70k,FALSE,Volkswagen,Tiguan Allspace,Private,9
2022,June,SUV Large < $70k,FALSE,Volkswagen,Tiguan Allspace,Fleet,2
2022,June,SUV Large < $70k,FALSE,Volkswagen,Tiguan Allspace,59 (Unknown),2
2022,June,SUV Large > $70k,TRUE,Audi,Audi e-Tron,Private,1
2022,June,SUV Large > $70k,FALSE,Audi,Q7,Private,2
2022,June,SUV Large > $70k,FALSE,Audi,Q7,Fleet,10
2022,June,SUV Large > $70k,FALSE,Audi,Q7,59 (Unknown),3
2022,June,SUV Large > $70k,TRUE,BMW,iX,Private,2
2022,June,SUV Large > $70k,TRUE,BMW,iX,Fleet,2
2022,June,SUV Large > $70k,TRUE,BMW,iX,59 (Unknown),2
2022,June,SUV Large > $70k,FALSE,BMW,X5,Private,26
2022,June,SUV Large > $70k,FALSE,BMW,X5,Fleet,4
2022,June,SUV Large > $70k,FALSE,BMW,X5,59 (Unknown),4
2022,June,SUV Large > $70k,FALSE,BMW,X6,Private,13
2022,June,SUV Large > $70k,FALSE,BMW,X6,Fleet,2
2022,June,SUV Large > $70k,FALSE,BMW,X6,59 (Unknown),2
2022,June,SUV Large > $70k,FALSE,Jaguar,F-Pace,Private,3
2022,June,SUV Large > $70k,FALSE,Jaguar,F-Pace,Fleet,3
2022,June,SUV Large > $70k,TRUE,Kia,Kia EV6,Private,3
2022,June,SUV Large > $70k,TRUE,Kia,Kia EV6,Fleet,1
2022,June,SUV Large > $70k,FALSE,Land Rover,Defender,Private,12
2022,June,SUV Large > $70k,FALSE,Land Rover,Defender,Fleet,13
2022,June,SUV Large > $70k,FALSE,Land Rover,Defender,59 (Unknown),7
2022,June,SUV Large > $70k,FALSE,Land Rover,Range Rover Sport,Private,9
2022,June,SUV Large > $70k,FALSE,Land Rover,Range Rover Sport,Fleet,7
2022,June,SUV Large > $70k,FALSE,Land Rover,Range Rover Velar,Private,1
2022,June,SUV Large > $70k,FALSE,Land Rover,Range Rover Velar,Fleet,1
2022,June,SUV Large > $70k,FALSE,Lexus,Lexus RX,Private,10
2022,June,SUV Large > $70k,FALSE,Lexus,Lexus RX,Fleet,12
2022,June,SUV Large > $70k,FALSE,Lexus,Lexus RX,59 (Unknown),7
2022,June,SUV Large > $70k,FALSE,Maserati,Levante,Private,8
2022,June,SUV Large > $70k,FALSE,Maserati,Levante,Fleet,1
2022,June,SUV Large > $70k,FALSE,Maserati,Levante,59 (Unknown),1
2022,June,SUV Large > $70k,FALSE,Mercedes-Benz,GLE-Class Coupe,Private,1
2022,June,SUV Large > $70k,FALSE,Mercedes-Benz,GLE-Class Coupe,Fleet,2
2022,June,SUV Large > $70k,FALSE,Mercedes-Benz,GLE-Class Wagon,Private,8
2022,June,SUV Large > $70k,FALSE,Mercedes-Benz,GLE-Class Wagon,Fleet,8
2022,June,SUV Large > $70k,FALSE,Porsche,Cayenne Coupe,Private,14
2022,June,SUV Large > $70k,FALSE,Porsche,Cayenne Coupe,Fleet,2
2022,June,SUV Large > $70k,FALSE,Porsche,Cayenne Coupe,59 (Unknown),2
2022,June,SUV Large > $70k,FALSE,Porsche,Cayenne Wagen,Private,18
2022,June,SUV Large > $70k,FALSE,Porsche,Cayenne Wagen,Fleet,6
2022,June,SUV Large > $70k,FALSE,Porsche,Cayenne Wagen,59 (Unknown),6
2022,June,SUV Large > $70k,FALSE,Volkswagen,Touareg,Private,0
2022,June,SUV Large > $70k,FALSE,Volkswagen,Touareg,Fleet,2
2022,June,SUV Large > $70k,FALSE,Volkswagen,Touareg,59 (Unknown),1
2022,June,SUV Large > $70k,FALSE,Volvo,XC90,Private,9
2022,June,SUV Large > $70k,FALSE,Volvo,XC90,Fleet,5
2022,June,SUV Large > $70k,FALSE,Volvo,XC90,59 (Unknown),5
2022,June,SUV Upper Large <$100k,FALSE,Nissan,Patrol Wagon,Private,49
2022,June,SUV Upper Large <$100k,FALSE,Nissan,Patrol Wagon,Fleet - Large,1
2022,June,SUV Upper Large <$100k,FALSE,Nissan,Patrol Wagon,Fleet,10
2022,June,SUV Upper Large <$100k,FALSE,Nissan,Patrol Wagon,59 (Unknown),2
2022,June,SUV Upper Large <$100k,FALSE,Toyota,Landcruiser,Private,29
2022,June,SUV Upper Large <$100k,FALSE,Toyota,Landcruiser,Rental,1
2022,June,SUV Upper Large <$100k,FALSE,Toyota,Landcruiser,Fleet,24
2022,June,SUV Upper Large <$100k,FALSE,Toyota,Landcruiser,59 (Unknown),1
2022,June,SUV Upper Large >$100k,FALSE,Aston Martin,Aston Martin DBX,Private,1
2022,June,SUV Upper Large >$100k,FALSE,Aston Martin,Aston Martin DBX,Fleet,1
2022,June,SUV Upper Large >$100k,FALSE,Aston Martin,Aston Martin DBX,59 (Unknown),1
2022,June,SUV Upper Large >$100k,FALSE,Audi,Q8,Private,1
2022,June,SUV Upper Large >$100k,FALSE,Audi,Q8,Fleet,4
2022,June,SUV Upper Large >$100k,FALSE,Audi,Q8,59 (Unknown),1
2022,June,SUV Upper Large >$100k,FALSE,Bentley,Bentayga,Private,6
2022,June,SUV Upper Large >$100k,FALSE,Bentley,Bentayga,Fleet,2
2022,June,SUV Upper Large >$100k,FALSE,Bentley,Bentayga,59 (Unknown),2
2022,June,SUV Upper Large >$100k,FALSE,BMW,X7,Private,7
2022,June,SUV Upper Large >$100k,FALSE,BMW,X7,Fleet,2
2022,June,SUV Upper Large >$100k,FALSE,BMW,X7,59 (Unknown),2
2022,June,SUV Upper Large >$100k,FALSE,Lamborghini,Urus,Private,2
2022,June,SUV Upper Large >$100k,FALSE,Land Rover,Discovery,Private,3
2022,June,SUV Upper Large >$100k,FALSE,Lexus,Lexus LX,Private,0
2022,June,SUV Upper Large >$100k,FALSE,Lexus,Lexus LX,Fleet,3
2022,June,SUV Upper Large >$100k,FALSE,Lexus,Lexus LX,59 (Unknown),2
2022,June,SUV Upper Large >$100k,FALSE,Mercedes-Benz,G-Class,Private,10
2022,June,SUV Upper Large >$100k,FALSE,Mercedes-Benz,G-Class,Fleet,4
2022,June,SUV Upper Large >$100k,FALSE,Mercedes-Benz,GLS-Class,Private,2
2022,June,SUV Upper Large >$100k,FALSE,Mercedes-Benz,GLS-Class,Fleet,3
2022,June,SUV Upper Large >$100k,FALSE,Rolls-Royce,Cullinan,Private,0
2022,June,SUV Upper Large >$100k,FALSE,Rolls-Royce,Cullinan,Fleet,1
2022,June,SUV Upper Large >$100k,FALSE,Rolls-Royce,Cullinan,59 (Unknown),1
2022,June,Light Buses < 20 Seats,FALSE,Mercedes-Benz,Sprinter Bus,Private,1
2022,June,Light Buses < 20 Seats,FALSE,Toyota,Hiace Bus,Private,1
2022,June,Light Buses < 20 Seats,FALSE,Toyota,Hiace Bus,Rental,14
2022,June,Light Buses < 20 Seats,FALSE,Toyota,Hiace Bus,Not For Profit,3
2022,June,Light Buses < 20 Seats,FALSE,Toyota,Hiace Bus,Taxi,1
2022,June,Light Buses < 20 Seats,FALSE,Toyota,Hiace Bus,Fleet - Large,5
2022,June,Light Buses < 20 Seats,FALSE,Toyota,Hiace Bus,Fleet,1
2022,June,Light Buses < 20 Seats,FALSE,Volkswagen,Crafter Bus,Private,1
2022,June,Light Buses < 20 Seats,FALSE,Volkswagen,Crafter Bus,Fleet,2
2022,June,Light Busses => 20 Seats,FALSE,Toyota,Coaster,Private,0
2022,June,Light Busses => 20 Seats,FALSE,Toyota,Coaster,Rental,1
2022,June,Vans / CC <= 2.5t,FALSE,Renault,Kangoo,Private,2
2022,June,Vans / CC <= 2.5t,FALSE,Renault,Kangoo,Fleet,1
2022,June,Vans / CC <= 2.5t,FALSE,Volkswagen,Caddy Van,Private,2
2022,June,Vans / CC 2.5t-3.5t,FALSE,Ford,Transit Custom,Private,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,Ford,Transit Custom,Government - Local,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,Ford,Transit Custom,Fleet,3
2022,June,Vans / CC 2.5t-3.5t,FALSE,Hyundai,Staria Load,Private,12
2022,June,Vans / CC 2.5t-3.5t,FALSE,Hyundai,Staria Load,Government - Local,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,Hyundai,Staria Load,Rental,2
2022,June,Vans / CC 2.5t-3.5t,FALSE,Hyundai,Staria Load,Fleet,22
2022,June,Vans / CC 2.5t-3.5t,FALSE,Hyundai,Staria Load,59 (Unknown),1
2022,June,Vans / CC 2.5t-3.5t,FALSE,LDV,LDV G10/G10+,Private,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,LDV,LDV G10/G10+,Fleet - Large,7
2022,June,Vans / CC 2.5t-3.5t,FALSE,LDV,LDV G10/G10+,Fleet,29
2022,June,Vans / CC 2.5t-3.5t,FALSE,LDV,LDV V80,Private,0
2022,June,Vans / CC 2.5t-3.5t,FALSE,LDV,LDV V80,Fleet - Large,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,LDV,LDV V80,Fleet,5
2022,June,Vans / CC 2.5t-3.5t,FALSE,Mercedes-Benz,Vito Van,Private,2
2022,June,Vans / CC 2.5t-3.5t,FALSE,Mercedes-Benz,Vito Van,Fleet,4
2022,June,Vans / CC 2.5t-3.5t,FALSE,Mitsubishi,Express,Private,0
2022,June,Vans / CC 2.5t-3.5t,FALSE,Mitsubishi,Express,Fleet,15
2022,June,Vans / CC 2.5t-3.5t,FALSE,Peugeot,Expert,Private,0
2022,June,Vans / CC 2.5t-3.5t,FALSE,Peugeot,Expert,Fleet,3
2022,June,Vans / CC 2.5t-3.5t,FALSE,Peugeot,Expert,59 (Unknown),2
2022,June,Vans / CC 2.5t-3.5t,FALSE,Renault,Trafic,Private,12
2022,June,Vans / CC 2.5t-3.5t,FALSE,Renault,Trafic,Fleet - Large,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,Renault,Trafic,Fleet,3
2022,June,Vans / CC 2.5t-3.5t,FALSE,Renault,Trafic,59 (Unknown),1
2022,June,Vans / CC 2.5t-3.5t,FALSE,Toyota,Hiace Van,Private,13
2022,June,Vans / CC 2.5t-3.5t,FALSE,Toyota,Hiace Van,Government - State,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,Toyota,Hiace Van,Rental,4
2022,June,Vans / CC 2.5t-3.5t,FALSE,Toyota,Hiace Van,Fleet - Large,10
2022,June,Vans / CC 2.5t-3.5t,FALSE,Toyota,Hiace Van,Fleet,36
2022,June,Vans / CC 2.5t-3.5t,FALSE,Volkswagen,Transporter,Private,5
2022,June,Vans / CC 2.5t-3.5t,FALSE,Volkswagen,Transporter,Fleet - Large,1
2022,June,Vans / CC 2.5t-3.5t,FALSE,Volkswagen,Transporter,Fleet,1
2022,June,PU / CC 4x2,FALSE,Ford,Ranger 4x2,Private,0
2022,June,PU / CC 4x2,FALSE,Ford,Ranger 4x2,Government - Local,24
2022,June,PU / CC 4x2,FALSE,Ford,Ranger 4x2,Fleet,3
2022,June,PU / CC 4x2,FALSE,GWM,GWM Ute 4x2,Private,4
2022,June,PU / CC 4x2,FALSE,Isuzu,Isuzu Ute 4x2,Private,4
2022,June,PU / CC 4x2,FALSE,Isuzu,Isuzu Ute 4x2,Government - Local,2
2022,June,PU / CC 4x2,FALSE,Isuzu,Isuzu Ute 4x2,Fleet,39
2022,June,PU / CC 4x2,FALSE,Isuzu,Isuzu Ute 4x2,59 (Unknown),5
2022,June,PU / CC 4x2,FALSE,Mazda,BT-50 4x2,Private,7
2022,June,PU / CC 4x2,FALSE,Mazda,BT-50 4x2,Fleet - Large,4
2022,June,PU / CC 4x2,FALSE,Mazda,BT-50 4x2,Fleet,25
2022,June,PU / CC 4x2,FALSE,Mazda,BT-50 4x2,59 (Unknown),6
2022,June,PU / CC 4x2,FALSE,Mitsubishi,Triton 4x2,Private,3
2022,June,PU / CC 4x2,FALSE,Mitsubishi,Triton 4x2,Government - Local,1
2022,June,PU / CC 4x2,FALSE,Mitsubishi,Triton 4x2,Fleet - Large,5
2022,June,PU / CC 4x2,FALSE,Mitsubishi,Triton 4x2,Fleet,11
2022,June,PU / CC 4x2,FALSE,Nissan,Navara 4x2,Private,4
2022,June,PU / CC 4x2,FALSE,Nissan,Navara 4x2,Government - Local,12
2022,June,PU / CC 4x2,FALSE,Nissan,Navara 4x2,Fleet - Large,4
2022,June,PU / CC 4x2,FALSE,Nissan,Navara 4x2,Fleet,6
2022,June,PU / CC 4x2,FALSE,Nissan,Navara 4x2,59 (Unknown),1
2022,June,PU / CC 4x2,FALSE,Toyota,Hilux 4x2,Private,32
2022,June,PU / CC 4x2,FALSE,Toyota,Hilux 4x2,Government - State,1
2022,June,PU / CC 4x2,FALSE,Toyota,Hilux 4x2,Fleet - Large,18
2022,June,PU / CC 4x2,FALSE,Toyota,Hilux 4x2,Fleet,61
2022,June,PU / CC 4x4,FALSE,Chevrolet,Silverado,Private,5
2022,June,PU / CC 4x4,FALSE,Chevrolet,Silverado,Fleet,11
2022,June,PU / CC 4x4,FALSE,Chevrolet,Silverado HD,Private,2
2022,June,PU / CC 4x4,FALSE,Chevrolet,Silverado HD,Fleet,4
2022,June,PU / CC 4x4,FALSE,Chevrolet,Silverado HD,59 (Unknown),1
2022,June,PU / CC 4x4,FALSE,Ford,Ranger 4x4,Private,78
2022,June,PU / CC 4x4,FALSE,Ford,Ranger 4x4,Government - Local,10
2022,June,PU / CC 4x4,FALSE,Ford,Ranger 4x4,Not For Profit,1
2022,June,PU / CC 4x4,FALSE,Ford,Ranger 4x4,Fleet - Large,2
2022,June,PU / CC 4x4,FALSE,Ford,Ranger 4x4,Fleet,83
2022,June,PU / CC 4x4,FALSE,Ford,Ranger 4x4,59 (Unknown),5
2022,June,PU / CC 4x4,FALSE,GWM,GWM Ute 4x4,Private,54
2022,June,PU / CC 4x4,FALSE,GWM,GWM Ute 4x4,Fleet,19
2022,June,PU / CC 4x4,FALSE,GWM,GWM Ute 4x4,59 (Unknown),4
2022,June,PU / CC 4x4,FALSE,Isuzu,Isuzu Ute 4x4,Private,50
2022,June,PU / CC 4x4,FALSE,Isuzu,Isuzu Ute 4x4,Rental,1
2022,June,PU / CC 4x4,FALSE,Isuzu,Isuzu Ute 4x4,Company Capitalisation,1
2022,June,PU / CC 4x4,FALSE,Isuzu,Isuzu Ute 4x4,Fleet - Large,3
2022,June,PU / CC 4x4,FALSE,Isuzu,Isuzu Ute 4x4,Fleet,57
2022,June,PU / CC 4x4,FALSE,Isuzu,Isuzu Ute 4x4,59 (Unknown),4
2022,June,PU / CC 4x4,FALSE,Jeep,Gladiator,Private,11
2022,June,PU / CC 4x4,FALSE,Jeep,Gladiator,Fleet,24
2022,June,PU / CC 4x4,FALSE,Jeep,Gladiator,59 (Unknown),22
2022,June,PU / CC 4x4,FALSE,LDV,LDV T60/T60 MAX 4x4,Private,7
2022,June,PU / CC 4x4,FALSE,LDV,LDV T60/T60 MAX 4x4,Fleet,24
2022,June,PU / CC 4x4,FALSE,Mazda,BT-50 4x4,Private,61
2022,June,PU / CC 4x4,FALSE,Mazda,BT-50 4x4,Government - Federal,1
2022,June,PU / CC 4x4,FALSE,Mazda,BT-50 4x4,Fleet - Large,4
2022,June,PU / CC 4x4,FALSE,Mazda,BT-50 4x4,Fleet,53
2022,June,PU / CC 4x4,FALSE,Mazda,BT-50 4x4,59 (Unknown),9
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,Private,66
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,Government - State,1
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,Government - Local,17
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,Rental,1
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,Not For Profit,1
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,Fleet - Large,57
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,Fleet,84
2022,June,PU / CC 4x4,FALSE,Mitsubishi,Triton 4x4,59 (Unknown),5
2022,June,PU / CC 4x4,FALSE,Nissan,Navara 4x4,Private,57
2022,June,PU / CC 4x4,FALSE,Nissan,Navara 4x4,Government - Local,3
2022,June,PU / CC 4x4,FALSE,Nissan,Navara 4x4,Fleet - Large,15
2022,June,PU / CC 4x4,FALSE,Nissan,Navara 4x4,Fleet,57
2022,June,PU / CC 4x4,FALSE,Nissan,Navara 4x4,59 (Unknown),8
2022,June,PU / CC 4x4,FALSE,RAM,1500,Private,30
2022,June,PU / CC 4x4,FALSE,RAM,1500,Fleet,4
2022,June,PU / CC 4x4,FALSE,RAM,1500,59 (Unknown),4
2022,June,PU / CC 4x4,FALSE,RAM,2500,Private,4
2022,June,PU / CC 4x4,FALSE,RAM,2500,Company Capitalisation,1
2022,June,PU / CC 4x4,FALSE,RAM,3500,Private,1
2022,June,PU / CC 4x4,FALSE,Ssangyong,Musso/Musso XLV 4x4,Private,9
2022,June,PU / CC 4x4,FALSE,Ssangyong,Musso/Musso XLV 4x4,Fleet - Large,1
2022,June,PU / CC 4x4,FALSE,Toyota,Hilux 4x4,Private,69
2022,June,PU / CC 4x4,FALSE,Toyota,Hilux 4x4,Rental,50
2022,June,PU / CC 4x4,FALSE,Toyota,Hilux 4x4,Fleet - Large,29
2022,June,PU / CC 4x4,FALSE,Toyota,Hilux 4x4,Fleet,82
2022,June,PU / CC 4x4,FALSE,Toyota,Landcruiser PU / CC 4x4,Private,23
2022,June,PU / CC 4x4,FALSE,Toyota,Landcruiser PU / CC 4x4,Rental,11
2022,June,PU / CC 4x4,FALSE,Toyota,Landcruiser PU / CC 4x4,Fleet - Large,1
2022,June,PU / CC 4x4,FALSE,Toyota,Landcruiser PU / CC 4x4,Fleet,15
2022,June,PU / CC 4x4,FALSE,Volkswagen,Amarok 4x4,Private,26
2022,June,PU / CC 4x4,FALSE,Volkswagen,Amarok 4x4,Fleet - Large,2
2022,June,PU / CC 4x4,FALSE,Volkswagen,Amarok 4x4,Fleet,18
2022,June,PU / CC 4x4,FALSE,Volkswagen,Amarok 4x4,59 (Unknown),13
2022,June,LD 3.5t-8.0t GVM,FALSE,Fiat,Ducato,Private,3
2022,June,LD 3.5t-8.0t GVM,FALSE,Ford,Transit Heavy,Private,0
2022,June,LD 3.5t-8.0t GVM,FALSE,Ford,Transit Heavy,Fleet,3
2022,June,LD 3.5t-8.0t GVM,FALSE,Fuso,Fuso Canter LD,Private,0
2022,June,LD 3.5t-8.0t GVM,FALSE,Fuso,Fuso Canter LD,Fleet,9
2022,June,LD 3.5t-8.0t GVM,FALSE,Hino,Hino LD,Private,0
2022,June,LD 3.5t-8.0t GVM,FALSE,Hino,Hino LD,Fleet,10
